#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Basic	Medicaid::1. Fundamentals	Why is Medicaid described as countercyclical, and why is that a problem for states?	Enrollment and costs rise in recessions exactly when state revenues fall. Because states must balance their budgets, the pressure to cut Medicaid is greatest when need is highest.<br><br><i>This motivates temporary FMAP increases in downturns (ARRA 2009 added 6.2 points plus unemployment-based tiers; FFCRA 2020 added 6.2 points conditioned on maintenance of effort) and standing proposals for an <i>automatic</i> countercyclical FMAP trigger.</i>		medicaid fundamentals basics countercyclical
Basic	Medicaid::1. Fundamentals	"What was the ""categorical"" requirement in pre-ACA Medicaid?"	Being poor was not enough. An applicant had to be low income <i>and</i> fall within a covered category: children, pregnant women, parents/caretaker relatives, people 65+, or people with disabilities.<br><br><i>Non-disabled, non-elderly adults without dependent children were categorically ineligible in almost every state no matter how poor. The ACA expansion's core move was to make income alone sufficient.</i>		medicaid fundamentals eligibility history
Basic	Medicaid::1. Fundamentals	What income threshold defines the ACA Medicaid expansion group?	"Adults aged 19-64 up to 133 percent of the federal poverty level, plus a 5 percentage point income disregard, so the effective threshold is 138 percent FPL.<br><br><i>Statutorily 133 percent; effectively 138 percent. Written as ""138% FPL"" in practice. The group is sometimes called the ""new adult group"" or ""VIII group"" after the statutory subsection.</i>"		medicaid fundamentals eligibility aca
Basic	Medicaid::1. Fundamentals	What did <i>NFIB v. Sebelius</i> (2012) hold about the Medicaid expansion?	"Conditioning a state's <i>entire</i> existing Medicaid funding on adopting the expansion was unconstitutionally coercive. The remedy was to make the expansion optional for states rather than to strike it down.<br><br><i>567 U.S. 519. This is why ""expansion state"" is a meaningful category at all. The Court's spending-clause reasoning (""a gun to the head"") also constrains how future Congresses can leverage existing Medicaid funds.</i>"		medicaid fundamentals eligibility aca litigation
Basic	Medicaid::1. Fundamentals	How many states have adopted the ACA Medicaid expansion?	"40 states plus the District of Columbia — often reported as ""41 states including DC."" Ten states have not adopted it.<br><br><i>As of 2026 the non-adopting states are Alabama, Florida, Georgia, Kansas, Mississippi, South Carolina, Tennessee, Texas, Wisconsin, and Wyoming. The most recent adopters were Oklahoma and Missouri (2021), South Dakota (2023), and North Carolina (2023).</i>"		medicaid fundamentals eligibility aca statistics
Basic	Medicaid::1. Fundamentals	"What is the Medicaid ""coverage gap""?"	In non-expansion states, adults with incomes below 100 percent FPL are too poor for marketplace premium tax credits (which start at 100 percent FPL) yet ineligible for Medicaid — so they qualify for no subsidized coverage at all.<br><br><i>The gap exists because the ACA assumed everyone under 138 percent FPL would get Medicaid. Two special cases: Wisconsin covers parents and childless adults to 100 percent FPL via waiver without adopting expansion, so it has no coverage gap; Georgia's Pathways program covers adults to 100 percent FPL conditioned on work.</i>		medicaid fundamentals eligibility aca
Basic	Medicaid::1. Fundamentals	Name the main <i>mandatory</i> Medicaid eligibility groups.	<ul><li>Pregnant women and infants up to 133% FPL</li><li>Children 1-5 up to 133% FPL; children 6-18 up to 100% FPL</li><li>Low-income parents/caretakers (at least the state's 1996 AFDC levels)</li><li>SSI recipients (aged, blind, disabled), except in 209(b) states</li><li>Certain Medicare beneficiaries (the Medicare Savings Programs)</li><li>Former foster youth up to age 26</li></ul><br><br><i>In expansion states, adults to 138 percent FPL are also mandatory <i>for that state</i> once it opts in. Note the odd stair-step: a 4-year-old and a 10-year-old in the same household can face different thresholds, which CHIP largely papers over.</i>		medicaid fundamentals eligibility mandatory
Basic	Medicaid::1. Fundamentals	Name several <i>optional</i> eligibility groups states may cover.	<ul><li>Medically needy (spend-down) individuals</li><li>People needing institutional or HCBS care up to 300% of the SSI federal benefit rate</li><li>Working people with disabilities (Medicaid buy-in)</li><li>Pregnant women and children above mandatory thresholds</li><li>People with income above SSI limits receiving state supplements</li><li>1915(i) HCBS state plan group</li></ul><br><br><i>Optional groups are politically fragile: they are the first place states look in a fiscal crunch because eliminating them requires only a SPA.</i>		medicaid fundamentals eligibility optional
Basic	Medicaid::1. Fundamentals	What is MAGI, and who is subject to MAGI-based eligibility?	Modified Adjusted Gross Income — a tax-based income methodology used since 2014 for children, pregnant women, parents, and expansion adults. It has <b>no asset test</b> and no income disregards other than the standard 5 percentage point disregard.<br><br><i>MAGI aligned Medicaid with marketplace subsidy rules so a single application could route people to the right program. It was a large simplification: pre-2014 Medicaid used dozens of state-specific income and resource disregards.</i>		medicaid fundamentals eligibility magi
Basic	Medicaid::1. Fundamentals	Who is exempt from MAGI rules, and what applies instead?	"""Non-MAGI"" populations — people qualifying on the basis of age (65+), blindness, or disability, plus those needing LTSS. They are subject to SSI-linked income and <b>asset tests</b>.<br><br><i>The classic asset limit is $2,000 for an individual and $3,000 for a couple — a threshold set in 1989 and never indexed, which is why it now binds far more tightly in real terms. Some states have raised or eliminated their own limits.</i>"		medicaid fundamentals eligibility non-magi
Basic	Medicaid::1. Fundamentals	"What is a ""209(b) state""?"	"A state that, under an option preserved from 1972, uses eligibility criteria for aged, blind, and disabled applicants that are more restrictive than SSI — but no more restrictive than the criteria it used on January 1, 1972.<br><br><i>209(b) states must allow spend-down to the eligibility level. A minority of states use the option; most are ""SSI criteria"" states where SSI receipt confers automatic Medicaid eligibility. Check the current list — states have converted over time.</i>"		medicaid fundamentals eligibility non-magi
Basic	Medicaid::1. Fundamentals	"How does ""medically needy"" spend-down work?"	A person in a covered category whose income exceeds the standard can deduct incurred medical expenses from income; once expenses bring income down to the state's medically needy income level, Medicaid coverage begins for the remainder of the budget period.<br><br><i>Functionally a deductible equal to the gap between income and the medically needy level. It is the main route by which middle-income people with catastrophic costs, especially nursing home residents, reach Medicaid. It is optional, and roughly two-thirds of states offer it.</i>		medicaid fundamentals eligibility medically-needy
Basic	Medicaid::1. Fundamentals	"What is the immigrant ""five-year bar""?"	"Under PRWORA (1996), most lawfully present immigrants who are ""qualified non-citizens"" must wait five years after obtaining qualified status before they can receive federally funded Medicaid.<br><br><i>Exceptions: refugees and asylees, certain veterans and active-duty families. The ICHIA option (CHIPRA 2009) lets states cover lawfully residing children and pregnant women without the wait. Undocumented immigrants are ineligible for full Medicaid entirely; several states cover them with state-only dollars.</i>"		medicaid fundamentals eligibility immigrants
Basic	Medicaid::1. Fundamentals	"What is ""Emergency Medicaid""?"	Federal law requires coverage of emergency medical services — including labor and delivery — for people who meet all Medicaid eligibility criteria except immigration status.<br><br><i>Section 1903(v). It is a narrow carve-out from the citizenship restriction and the reason hospitals in some states bill substantial Emergency Medicaid volume. It does not cover ongoing treatment such as routine dialysis in most states, though several cover dialysis or chemotherapy under an emergency theory.</i>		medicaid fundamentals eligibility immigrants benefits
Basic	Medicaid::1. Fundamentals	What is presumptive eligibility?	Authority for qualified entities — such as hospitals, FQHCs, or WIC agencies — to make a preliminary eligibility determination on the basis of self-attested income, so services are covered immediately while the full application is processed.<br><br><i>Hospital presumptive eligibility (an ACA addition) is available in all states regardless of whether the state elected other PE options. The federal match is paid even if the full determination later finds the person ineligible.</i>		medicaid fundamentals eligibility enrollment
Basic	Medicaid::1. Fundamentals	"What is an ""ex parte"" (administrative) renewal, and why does it matter?"	Renewing a person's eligibility using data the state already has — payroll, SNAP, tax, SSA records — without requiring the enrollee to return a form. Federal rules require states to attempt ex parte renewal first.<br><br><i>Ex parte rates are the single best predictor of how much coverage a state loses in a mass redetermination event. States with high automation lost far fewer people during the 2023-24 unwinding than states that relied on returned paperwork.</i>		medicaid fundamentals eligibility enrollment
Basic	Medicaid::1. Fundamentals	"What is ""churn"" in Medicaid?"	Enrollees losing coverage and re-enrolling within a short period — often within a few months — usually for procedural reasons or small, temporary income fluctuations rather than a genuine change in eligibility.<br><br><i>Churn is costly on both sides: it interrupts treatment and it raises administrative cost per covered month. Continuous eligibility, ex parte renewal, and reasonable-compatibility income thresholds are the standard countermeasures.</i>		medicaid fundamentals eligibility churn
Basic	Medicaid::1. Fundamentals	What continuous eligibility protections exist for children and postpartum women?	<ul><li><b>Children</b>: 12 months of continuous eligibility in Medicaid and CHIP became mandatory for all states on January 1, 2024 (Consolidated Appropriations Act, 2023).</li><li><b>Postpartum</b>: states may extend postpartum coverage from 60 days to 12 months; the option was made permanent by the same law and nearly all states have taken it.</li></ul><br><br><i>Several states have gone further with 1115 waivers — Oregon offers continuous eligibility from birth to age 6, and other states have sought multi-year continuous eligibility for adults.</i>		medicaid fundamentals eligibility continuous-eligibility
Basic	Medicaid::1. Fundamentals	What is retroactive coverage, and how did the 2025 reconciliation law change it?	Medicaid historically paid for covered services received in the <b>three months</b> before the application month if the person would have been eligible then. The 2025 law shortens this to <b>one month</b> for expansion adults and <b>two months</b> for other enrollees.<br><br><i>Effective January 1, 2027. Retroactive coverage matters most to hospitals (which can enroll a patient after an unplanned admission) and to nursing home residents. Verify the effective date and any implementing guidance.</i>		medicaid fundamentals eligibility retroactive
Basic	Medicaid::1. Fundamentals	"What was the Medicaid ""unwinding""?"	The resumption of eligibility redeterminations after the pandemic-era continuous enrollment condition ended on March 31, 2023. States had a limited window to redetermine every enrollee, and roughly 25 million people were disenrolled.<br><br><i>FFCRA (2020) had barred states from disenrolling anyone in exchange for a 6.2 point FMAP bump; the Consolidated Appropriations Act, 2023 decoupled that from the public health emergency and set the end date. The large majority of disenrollments were <i>procedural</i> — paperwork failures — not determinations of ineligibility. This is the empirical basis for concerns about administrative burden in future policy.</i>		medicaid fundamentals eligibility unwinding
Basic	Medicaid::1. Fundamentals	"Who are ""dual eligibles""?"	People enrolled in both Medicare and Medicaid — roughly 12-13 million people. Medicare is the primary payer for acute care; Medicaid covers premiums and cost sharing and, for full duals, benefits Medicare does not cover (above all, LTSS).<br><br><i>Duals are a small share of each program's enrollment but a disproportionate share of spending in both, because they are disproportionately old, disabled, and users of long-term care. Nearly every serious cost-containment agenda touches this population.</i>		medicaid fundamentals duals
Basic	Medicaid::1. Fundamentals	Name the four Medicare Savings Programs and what each covers.	"<ul><li><b>QMB</b> (≤100% FPL): Medicare Part A and B premiums, deductibles, coinsurance</li><li><b>SLMB</b> (100-120% FPL): Part B premium only</li><li><b>QI</b> (120-135% FPL): Part B premium only, capped funding, first-come first-served</li><li><b>QDWI</b>: Part A premium for certain working disabled people who lost free Part A</li></ul><br><br><i>QMB, SLMB, and QI enrollees who get <i>only</i> this assistance are ""partial duals."" Those who also qualify for full Medicaid benefits are ""full-benefit duals."" QMB status also bars providers from balance-billing the beneficiary.</i>"		medicaid fundamentals duals msp
Basic	Medicaid::1. Fundamentals	Name the main <i>mandatory</i> Medicaid benefits.	Inpatient and outpatient hospital; physician; laboratory and x-ray; EPSDT for under-21; nursing facility care for 21+; home health for those entitled to nursing facility care; FQHC and rural health clinic services; family planning; nurse midwife and certified pediatric/family nurse practitioner; freestanding birth center; non-emergency medical transportation (NEMT); tobacco cessation for pregnant women.<br><br><i>The list is a good instrument for the program's 1965 design: hospital and physician care plus institutional long-term care were mandatory, while nearly everything associated with community living was left optional.</i>		medicaid fundamentals benefits mandatory
Basic	Medicaid::1. Fundamentals	Name several major <i>optional</i> Medicaid benefits.	Prescription drugs; dental; vision; physical, occupational, and speech therapy; personal care; hospice; case management; prosthetics; ICF/IID services; home and community based services; adult day health; private duty nursing.<br><br><i>The most striking entry is prescription drugs — technically optional, universally covered. Adult dental is the entry with the widest real variation, ranging from none to comprehensive.</i>		medicaid fundamentals benefits optional
Basic	Medicaid::1. Fundamentals	What is EPSDT, and what makes its coverage standard unusual?	"Early and Periodic Screening, Diagnostic and Treatment — the mandatory benefit for enrollees under 21. States must cover <b>any</b> service within the federal Medicaid definition that is medically necessary to ""correct or ameliorate"" a condition, whether or not the state covers that service for adults.<br><br><i>This is the broadest coverage mandate in American health law. ""Ameliorate"" means a service need not cure or restore function to be required — maintaining function counts. EPSDT is why children's Medicaid coverage of behavioral health, therapies, and durable equipment is far richer than adult coverage.</i>"		medicaid fundamentals benefits epsdt
Basic	Medicaid::1. Fundamentals	What is the IMD exclusion?	"Federal Medicaid funds may not be used for services to adults aged 21-64 who are patients in an ""institution for mental diseases"" — a hospital or nursing facility of more than 16 beds primarily engaged in treating mental illness or substance use disorder.<br><br><i>A 1965 provision meant to keep states from shifting the cost of state psychiatric hospitals to the federal government. It is now the single most-criticized structural feature of Medicaid behavioral health policy. Workarounds: 1115 SUD and SMI demonstration waivers, and the managed care ""in lieu of services"" rule permitting short IMD stays of no more than 15 days per month.</i>"		medicaid fundamentals benefits imd
Basic	Medicaid::1. Fundamentals	What are the federal limits on Medicaid premiums and cost sharing?	Cost sharing must be nominal and is capped in aggregate at <b>5 percent of household income</b> per quarter or year. Premiums are generally prohibited below 150 percent FPL. Exempt groups and services include children, pregnant women, institutionalized people, emergency services, family planning, and preventive services for children.<br><br><i>States may charge higher amounts for non-emergency use of the ED and for non-preferred drugs. The 2025 reconciliation law adds cost sharing of up to $35 per service for expansion adults between 100 and 138 percent FPL, beginning in October 2028 — verify status.</i>		medicaid fundamentals benefits cost-sharing
Basic	Medicaid::1. Fundamentals	What is an Alternative Benefit Plan (ABP)?	"The benchmark benefit package states use for the expansion adult group. ABPs must cover the ten essential health benefits and comply with mental health parity, but need not mirror the traditional state plan package.<br><br><i>""Medically frail"" individuals must be given the choice of the full state plan package instead. ABPs are the mechanism by which expansion coverage can look more like commercial insurance than like traditional Medicaid.</i>"		medicaid fundamentals benefits abp
Basic	Medicaid::1. Fundamentals	Why is non-emergency medical transportation (NEMT) a distinctive Medicaid benefit?	It is a mandatory benefit with no commercial analogue — a recognition that coverage without a way to reach the provider is not access. Several states have sought to waive it for expansion adults.<br><br><i>The Consolidated Appropriations Act, 2021 codified NEMT in statute, having previously rested it on regulation. It is administratively difficult (brokerage models, fraud exposure) and a recurring target for flexibility requests.</i>		medicaid fundamentals benefits transportation
Basic	Medicaid::1. Fundamentals	"What is the ""inmate exclusion,"" and how is it changing?"	"Federal Medicaid payment is barred for services to people who are inmates of a public institution, except for inpatient stays of more than 24 hours off-site. Eligibility itself is not lost — only payment is suspended.<br><br><i>Two recent shifts: the Consolidated Appropriations Act, 2023 requires coverage of screening and case management for eligible <i>juveniles</i> in the 30 days pre-release, and section 1115 ""reentry"" demonstrations (California's was the first, approved January 2023) let states cover a package of pre-release services for 30-90 days before release.</i>"		medicaid fundamentals benefits corrections
Basic	Medicaid::1. Fundamentals	What is FMAP, and how is it computed?	The Federal Medical Assistance Percentage — the federal share of state Medicaid service spending. It is computed from a formula based on the square of the ratio of state to national per capita income:<br><br>FMAP = 1 − 0.45 × (state PCI / U.S. PCI)²<br><br><i>Statutory floor 50 percent, ceiling 83 percent. It uses a three-year average of per capita income with a lag, so FMAPs respond slowly and can move in the wrong direction during a downturn. Rates are published annually by HHS for the federal fiscal year.</i>		medicaid fundamentals financing fmap
Cloze	Medicaid::1. Fundamentals	The regular FMAP has a statutory floor of {{c1::50}} percent and a ceiling of {{c2::83}} percent; the ACA expansion group is matched at {{c3::90}} percent.			medicaid fundamentals financing fmap
Basic	Medicaid::1. Fundamentals	What is the expansion FMAP, and how did it phase down?	"100 percent for calendar years 2014-2016, stepping down to 95 (2017), 94 (2018), 93 (2019), and 90 percent from 2020 onward — permanently.<br><br><i>The permanence of the 90 percent rate is politically load-bearing: proposals to cut it to a state's regular FMAP are among the largest-scoring Medicaid savings options, and twelve states have ""trigger laws"" that automatically end expansion if the enhanced match falls.</i>"		medicaid fundamentals financing fmap
Basic	Medicaid::1. Fundamentals	Name the main FMAP rates other than the regular and expansion rates.	<ul><li><b>100%</b>: services received through Indian Health Service / tribal facilities</li><li><b>90%</b>: family planning services and supplies; also design and development of eligibility and claims systems</li><li><b>75%</b>: ongoing operation of approved eligibility/claims systems; certain skilled professional medical personnel</li><li><b>50%</b>: general program administration</li><li><b>+6 points</b>: Community First Choice (1915(k)) services</li></ul><br><br><i>A useful heuristic: Congress raises the match where it wants to buy state behavior. The 90 percent family planning rate and the 6 point CFC bump are both deliberate thumbs on the scale.</i>		medicaid fundamentals financing fmap
Basic	Medicaid::1. Fundamentals	What sources may states use for the non-federal share of Medicaid?	"State general fund appropriations, health care provider taxes, intergovernmental transfers (IGTs) from local governments and public providers, and certified public expenditures (CPEs) by public entities.<br><br><i>Federal rule: at most 60 percent of the non-federal share may come from local government sources. The rest of the financing debate is essentially an argument about how much of the ""state share"" is genuinely state money versus money recycled from providers.</i>"		medicaid fundamentals financing nonfederal-share
Basic	Medicaid::1. Fundamentals	What are the three federal requirements for a permissible provider tax?	"<ul><li><b>Broad-based</b>: applies to all providers within a class</li><li><b>Uniform</b>: same rate across the class</li><li><b>No hold harmless</b>: the state may not directly or indirectly guarantee that providers get their tax payments back</li></ul>A ""safe harbor"" deems the hold-harmless test met if the tax is at or below a set percentage of net patient revenue.<br><br><i>States may seek a waiver of the broad-based and uniformity tests, but never of the hold-harmless prohibition. Provider taxes fund roughly a sixth of the non-federal share nationally and every state but Alaska uses at least one.</i>"		medicaid fundamentals financing provider-tax
Basic	Medicaid::1. Fundamentals	How did the 2025 reconciliation law change provider taxes?	It freezes existing taxes (barring new or increased ones) and phases the safe harbor threshold for <b>expansion states</b> down from 6 percent by 0.5 points a year beginning October 1, 2027, reaching 3.5 percent by FY2032. Non-expansion states remain at 6 percent.<br><br><i>This attacks Medicaid financing at its base rather than its benefits: it reduces how much non-federal share a state can raise, which mechanically reduces federal matching dollars. Verify implementation details — CMS guidance and a related rulemaking were both in progress.</i>		medicaid fundamentals financing provider-tax obbba
Basic	Medicaid::1. Fundamentals	What is the difference between an IGT and a CPE?	"An <b>IGT</b> transfers actual funds from a local government or public provider to the state Medicaid agency, which then draws federal match and makes a payment. A <b>CPE</b> involves no transfer: a public entity certifies that it already incurred allowable Medicaid costs, and the state claims federal match on that certified amount.<br><br><i>CPEs cannot exceed actual cost, so they cannot generate payments above cost; IGTs can support payments up to the upper payment limit. Both are legitimate, and both are the mechanisms critics have in mind when they say states ""finance Medicaid with federal money.""</i>"		medicaid fundamentals financing igt-cpe
Basic	Medicaid::1. Fundamentals	What are Medicaid DSH payments?	Disproportionate Share Hospital payments — required supplemental payments to hospitals serving a disproportionate number of Medicaid and low-income patients, made from capped annual state allotments.<br><br><i>A hospital's DSH payment cannot exceed its uncompensated care costs (the hospital-specific limit). The ACA scheduled large DSH allotment reductions on the theory that expansion would shrink uncompensated care; Congress has repeatedly delayed them.</i>		medicaid fundamentals financing dsh
Basic	Medicaid::1. Fundamentals	What is the Upper Payment Limit (UPL)?	"A ceiling on aggregate fee-for-service Medicaid payments to a class of providers: payments may not exceed a reasonable estimate of what Medicare would have paid for the same services.<br><br><i>The UPL is aggregate and class-based, not per-provider, which is what makes UPL ""gap"" financing possible — the state pays some providers well above cost as long as the class total stays under the limit. The UPL does not apply to managed care, which is why supplemental payment activity migrated to state directed payments.</i>"		medicaid fundamentals financing upl
Basic	Medicaid::1. Fundamentals	What are state directed payments (SDPs)?	Payment arrangements a state requires its managed care plans to make to providers — uniform rate increases, minimum fee schedules, or value-based arrangements — under 42 C.F.R. § 438.6(c), with CMS preapproval.<br><br><i>SDPs became the managed care successor to UPL supplemental payments and grew rapidly. The 2025 reconciliation law caps them at 100 percent of Medicare in expansion states and 110 percent in non-expansion states, phasing grandfathered arrangements down 10 points a year starting in 2028.</i>		medicaid fundamentals financing directed-payments
Basic	Medicaid::1. Fundamentals	How is Medicaid spending distributed across enrollment groups?	Highly unevenly. Children and non-disabled adults are the large majority of enrollees but a minority of spending; people who are 65+ or have disabilities are roughly a fifth of enrollees and roughly half of spending.<br><br><i>Rough shape worth memorising: children ≈ 40% of enrollees / ≈ 15% of spending; aged and disabled ≈ 20% of enrollees / ≈ 50% of spending. Any per capita cap or growth-rate proposal has to reckon with the fact that the expensive population is also the one whose costs are hardest to manage.</i>		medicaid fundamentals financing spending-distribution
Basic	Medicaid::1. Fundamentals	What share of Medicaid spending goes to long-term services and supports?	"Roughly a third of Medicaid spending, for roughly 6 percent of enrollees.<br><br><i>Within LTSS, HCBS now exceeds institutional spending nationally — a reversal of the historical pattern known as ""rebalancing."" Medicaid is the primary payer of LTSS in the United States because Medicare does not cover custodial care and the private LTC insurance market is small.</i>"		medicaid fundamentals financing ltss
Basic	Medicaid::1. Fundamentals	"What does it mean that Medicaid is the ""payer of last resort""?"	"If an enrollee has any other liable coverage — commercial insurance, Medicare, workers' compensation, tort settlement — that source must pay first. States must identify liable third parties and pursue recovery.<br><br><i>This is the third-party liability (TPL) rule. It also underlies the ""pay and chase"" model for some claims, and the statutory assignment of rights that lets states recover from personal injury settlements.</i>"		medicaid fundamentals financing third-party
Basic	Medicaid::1. Fundamentals	What is the Medicaid Drug Rebate Program (MDRP)?	"A statutory bargain from OBRA 1990: a manufacturer that wants its drugs covered by Medicaid must sign a national rebate agreement, and in exchange Medicaid must cover essentially all of that manufacturer's FDA-approved drugs.<br><br><i>This is the ""open formulary"" bargain and it is why Medicaid drug coverage is broad but management runs through preferred drug lists and prior authorization rather than exclusion.</i>"		medicaid fundamentals financing drugs mdrp
Basic	Medicaid::1. Fundamentals	What are the basic MDRP rebate amounts?	<ul><li>Brand (single-source / innovator multiple-source): the greater of <b>23.1 percent of AMP</b> or the difference between AMP and <b>best price</b></li><li>Generic (non-innovator): <b>13 percent of AMP</b></li><li>Plus an <b>inflation (CPI-U) penalty</b> when a drug's price rises faster than general inflation</li></ul><br><br><i>AMP = average manufacturer price. The inflation penalty is often the largest component for older brand drugs. ARPA removed the 100-percent-of-AMP cap on total rebates effective January 1, 2024, so rebates can now exceed a drug's price.</i>		medicaid fundamentals financing drugs mdrp
